ID_TRANSAZIONE,ID_CLIENTE,NOME,COGNOME,TELEFONO,EMAIL,INDIRIZZO_RESIDENZA,CITTA_RESIDENZA,NAZIONE_RESIDENZA,RISCHIO_NAZIONE_RESIDENZA,INDIRIZZO_IP,CITTA_LOCALIZZAZIONE,NAZIONE_LOCALIZZAZIONE,RISCHIO_NAZIONE_LOCALIZZAZIONE,N_CARTA_DI_CREDITO,IMPORTO_ORDINE,TIMESTAMP_ORDINE,PRODOTTO,QUANTITA,INDIRIZZO_SPEDIZIONE,CITTA_SPEDIZIONE,NAZIONE_SPEDIZIONE,RISCHIO_NAZIONE_SPEDIZIONE
4524,360,Cathy,Gonzalez,1571080691,josephhudson@gmail.com,"11202 Diaz Island Suite 824
Thomasside, IN 03380",Dodsonfort,Turkey,False,222.104.243.59,South Alexandrahaven,Germany,False,1554200496,1144,2020-05-18 19:24:47,Balanced disintermediate product,17,"359 Jones Via Apt. 150
Kariton, NH 92361",Murillomouth,Costa Rica,True
4525,235,Jerome,Barnett,2018173211,boonemelissa@hotmail.com,"0032 Lopez Knoll Apt. 548
South Josephmouth, MD 38462",Meganburgh,Taiwan,True,30.105.93.235,Stevenstad,Panama,False,1479418209,78,2021-07-20 22:43:52,Team-oriented 5thgeneration parallelism,35,"39953 Nelson Parkway
West Katherine, UT 47251",East Alan,French Southern Territories,False
4526,145,Kaitlyn,Perez,1970260364,cesarnguyen@kim.com,"Unit 5856 Box 7349
DPO AA 88571",Foxport,United States Minor Outlying Islands,True,150.14.176.141,Josephview,Angola,False,1744791574,321,2020-10-14 18:08:22,Automated discrete workforce,36,"280 Ross Stravenue Apt. 070
Campbellbury, KS 03049",New Joshuachester,Cameroon,False
4527,13,Jessica,Morton,1939144635,mchristensen@yahoo.com,"148 Hicks Center Apt. 761
Jeanneton, NY 10760",Irwinland,Cuba,True,123.90.58.99,Torreshaven,Greenland,False,1767709806,448,2019-08-13 23:26:15,Multi-channeled upward-trending service-desk,3,"265 James Islands Apt. 336
Hoganbury, ID 77297",Savagestad,Panama,False
4528,328,Jesse,Lowe,1115957292,destinycarpenter@crawford.com,"8394 Leah Locks Suite 060
East Reginald, MI 42847",Alvarezstad,Saint Kitts And Nevis,False,103.243.60.238,Port Amber,Finland,False,1839929054,1660,2019-07-11 05:27:39,Reactive cohesive methodology,29,"2615 Hopkins Radial
Thomaschester, NM 07971",Castillofurt,Chile,False
4529,147,Shirley,Byrd,1634491430,yhall@lucas-evans.com,"89708 Hernandez Harbor Suite 448
Port Latoyabury, AZ 47226",Schneidermouth,Vietnam,True,203.75.93.192,Jeffville,Malawi,False,1312779027,193,2021-12-06 04:34:23,Mandatory solution-oriented hardware,28,"21236 Nicole Heights Suite 296
Leonardport, TN 26108",Williamshaven,Kiribati,True
4530,402,Rebecca,Stone,1998495951,anna92@gmail.com,"497 Garrett Canyon Suite 461
New Jessicaside, VT 82728",Timothybury,Bouvet Island,False,170.253.252.188,North Jessica,South Africa,True,1329384961,609,2021-01-29 17:59:10,Cross-platform local moratorium,13,"1329 Hunter Fords Suite 158
Melissastad, MD 66485",Lindaview,Venezuela,True
4531,372,Eileen,Holmes,1718913931,mullinssteve@yahoo.com,"988 Sylvia Haven
Jasonmouth, NY 66720",Lake Shawnview,Togo,False,209.114.242.155,South James,Spain,True,1915318024,1406,2020-01-23 05:15:51,Decentralized multimedia definition,21,"870 Olsen Dam
Cynthiaburgh, NE 60957",New Troyview,Austria,True
4532,36,James,Allen,1846136501,mcgrathcory@rosales.org,"Unit 1148 Box 7193
DPO AP 02922",East Kayla,Kyrgyzstan,False,61.36.82.173,East Lindamouth,Czech Republic,False,1350810623,367,2020-05-26 01:27:37,Seamless bi-directional methodology,2,"04896 Edward Courts Suite 728
Lake Christopher, WA 47706",Savageshire,Mayotte,False
4533,377,Kyle,Buck,1267693259,driley@small.info,"921 Villa Groves Suite 534
Delacruzfort, NV 80418",East Justin,Suriname,False,130.222.65.135,Johnsburgh,Argentina,True,1975885000,1324,2020-06-30 23:48:39,Stand-alone zero-defect process improvement,19,"63100 Jason Haven Apt. 303
Derekland, NE 45119",Reedhaven,Monaco,True
4534,426,Amanda,Bailey,1563241076,jaimerodriguez@gmail.com,"62215 Cervantes Stravenue Suite 322
West Ryan, TN 28353",South Andreashire,Hong Kong,False,101.221.34.129,South Michelle,Australia,True,1781539858,1775,2022-04-19 01:33:44,Enhanced demand-driven open system,22,"5044 Brian Drives Apt. 985
Rileyville, WI 42892",Melissabury,Western Sahara,False
4535,282,Chris,Andrews,1958821518,crystalwarren@gmail.com,"58985 Jennifer Plain Apt. 772
Valdezhaven, MI 60636",New Caitlinborough,Saudi Arabia,False,200.214.131.187,North Kimberlyville,Estonia,False,1515208191,879,2022-03-25 09:02:40,Vision-oriented executive matrices,12,"851 Emily Plain Suite 559
Lake Wesley, GA 09949",Hayeshaven,Gabon,True
4536,103,Teresa,Roberts,1944419585,annbarber@fisher.com,"1615 Thomas Keys Apt. 303
West Andrealand, LA 31515",Watsonside,United States Minor Outlying Islands,True,25.3.239.136,Lake Ashley,Costa Rica,True,1220421924,1265,2020-10-01 15:59:43,Universal regional projection,43,"258 Timothy Falls Apt. 943
North Joan, ND 71673",Herringville,Christmas Island,False
4537,349,Marc,Henry,1558146312,dkeith@williams-davidson.com,"175 Mitchell Extensions Apt. 914
New Kathleen, CT 81099",Burchport,Iraq,True,65.131.147.69,Lauraland,Bhutan,True,2040522991,446,2021-01-04 14:56:04,Adaptive context-sensitive analyzer,5,"7082 Martin Lake
East Brandonbury, MA 58793",Kellystad,Montenegro,False
4538,388,Adam,King,2013548346,amber55@hicks.com,"87162 Katie Park Apt. 535
Wilsonton, LA 02343",Jenniferborough,Saint Vincent And The Grenadines,False,183.204.216.51,East James,Australia,True,1386203079,1286,2021-03-03 09:05:24,Operative national capability,3,"USNS Greer
FPO AA 35446",Lowetown,Estonia,False
4539,308,Jonathan,Garner,1784900834,sarahsantos@gallagher.com,"PSC 2840, Box 7543
APO AA 37092",West Randy,Egypt,False,185.205.64.254,New Steventown,Mauritius,False,2047253230,1776,2020-04-20 07:33:35,Reduced leadingedge moderator,29,"91380 Hernandez Corners Apt. 780
Port Rebekah, OR 71592",North Beverly,Turkey,False
4540,66,Christopher,Barr,1536662739,orozcowilliam@gmail.com,"66413 Alice Flat Apt. 182
East April, NJ 56604",Charlesburgh,Indonesia,False,29.199.70.142,Port Kellyhaven,Mongolia,True,1918964398,1052,2021-02-03 02:56:24,Stand-alone responsive hub,2,"4962 Danielle Well Apt. 702
Spencerchester, HI 19202",Marymouth,Solomon Islands,False
4541,465,Jennifer,Johnson,1316997302,victoriaguzman@yahoo.com,"18119 Gardner Rest Suite 705
North Patriciaburgh, ID 18993",South Oscarmouth,Philippines,True,95.10.81.88,Garciafort,Dominican Republic,False,1128738537,826,2020-04-28 20:46:40,Sharable client-server portal,33,"506 Brian Canyon
West Paulshire, LA 28393",South Nicole,San Marino,True
4542,8,Michael,Henson,1761738503,bsullivan@hotmail.com,"PSC 2512, Box 3472
APO AA 47595",Port Johnport,Turkey,False,140.124.236.247,Port Joshuafort,Bulgaria,False,1688845287,39,2021-08-11 06:10:26,Triple-buffered global extranet,47,"Unit 4997 Box 0740
DPO AP 61240",South Amy,Nauru,True
4543,497,Ashley,Shepard,1518709657,emily44@adkins.com,"1413 Steele Rue
West Andreton, AK 40881",Lake Jacob,Ukraine,False,31.65.146.5,Carrborough,Brunei Darussalam,False,1613919838,1106,2020-02-05 00:16:27,Fundamental didactic pricing structure,47,"9374 Williams Springs
Danieltown, IN 27150",Farmerstad,Bosnia And Herzegovina,False
4544,499,Jason,Wood,1984740455,cooleyeric@benitez-copeland.net,"860 Joseph Ports
New Michael, ME 06856",Johnsontown,Liberia,False,83.195.68.97,Andrewburgh,Tokelau,True,2095127263,399,2019-06-08 14:33:10,Re-contextualized content-based installation,39,"659 Angela Roads
East Rhondaville, IL 56598",Ryanview,Guinea-bissau,False
4545,394,Jennifer,Brown,1957034956,shahsusan@jones.info,"USNS Phillips
FPO AP 60509",Chadchester,Cameroon,False,207.21.70.22,Danielleburgh,Solomon Islands,False,1151782769,35,2020-07-30 17:20:21,Synergized clear-thinking conglomeration,7,"327 Smith Mountain
Danielleburgh, CA 81235",Montgomeryville,Laos,True
4546,8,Michael,Henson,1761738503,bsullivan@hotmail.com,"PSC 2512, Box 3472
APO AA 47595",Port Johnport,Turkey,False,66.195.133.5,Williamsside,Finland,False,1369551297,1962,2020-10-14 07:51:18,Enterprise-wide cohesive Graphic Interface,33,"PSC 4788, Box 7425
APO AE 74228",Port Brianland,Northern Mariana Islands,False
4547,79,Candice,Burch,1851292259,choffman@bennett-scott.com,"PSC 5145, Box 0802
APO AP 21269",Zacharyburgh,Saint Helena,False,213.191.182.77,Port Kimberly,Mozambique,False,1684007172,55,2019-10-07 15:09:31,Ergonomic leadingedge moderator,38,"75664 Melton Unions Suite 568
Johnsonstad, NH 54010",South Loribury,Cocos (Keeling) Islands,False
4548,298,Samantha,Salazar,1872444329,lhall@gmail.com,"844 Ayers Rapids Suite 339
Lake Sarahport, VA 46372",West Justinshire,Zimbabwe ,False,115.16.214.144,Lake Stefanie,Nigeria,False,1210796014,1771,2019-06-28 18:50:25,Enterprise-wide multi-tasking challenge,17,"98425 Tommy Springs Apt. 068
Cherylstad, NE 17217",East Linda,Jamaica,True
4549,29,Christopher,Davis,1851343033,erika05@yahoo.com,"6666 Crystal Causeway
Anthonymouth, AZ 32872",Lake Maryfurt,Kiribati,True,8.206.160.192,Dunlaptown,Liberia,False,2052823341,982,2021-09-21 19:21:54,Configurable 24hour support,19,"745 Mcclure Forge Apt. 604
North Laurenville, DE 26755",Fitzpatrickland,Nicaragua,False
4550,69,Joel,Small,1696113072,emma24@mckee.com,"19265 Rodney Corners
Smithton, VT 95272",Garciaview,Ireland,False,115.98.92.157,Randalltown,Marshall Islands,True,1721725352,624,2020-07-23 09:59:47,Monitored disintermediate matrix,47,"365 Anderson Gateway Suite 039
Reidport, KS 99935",West Anthonyside,Turkmenistan,True
4551,107,John,Fisher,1922613884,rwalton@yahoo.com,"712 Cooley Field Apt. 989
East Kelsey, SD 12995",South William,Madagascar,False,94.204.177.232,Francesburgh,Cocos (Keeling) Islands,False,1437842489,950,2021-07-25 21:49:04,Progressive object-oriented archive,16,"3198 James Street
West Nicole, LA 33884",Waltonchester,Australia,True
4552,318,Donna,Bryant,1973429767,ortizamanda@gmail.com,"Unit 9818 Box 6162
DPO AE 04283",Leechester,Greece,True,85.115.200.42,Westville,Croatia,False,1224765006,794,2019-09-29 13:27:34,Networked client-driven infrastructure,35,"54212 Mcclure Keys
Jeffreyport, NH 81132",Thorntonside,Albania,True
4553,41,Chelsea,Henderson,1508608473,shelbyvelazquez@robertson.info,"66160 Young Estate Apt. 266
Janetberg, AL 47897",Clarkchester,Andorra,True,60.1.151.74,New Andrew,Nepal,False,1933910927,1996,2021-11-10 05:11:46,Reverse-engineered secondary knowledge user,19,"876 Riddle Knoll
Thomasberg, MI 72753",Rosehaven,Malaysia,True
4554,140,Kayla,Cook,1996347690,qbradley@rivera.org,"3216 Martinez Shores Suite 692
Goodmanside, MN 01337",Caitlinland,Bouvet Island,False,162.253.71.185,Amandachester,Saudi Arabia,False,1620470506,1571,2022-01-10 22:18:23,Function-based needs-based forecast,16,"0309 Jennifer Streets Suite 875
Jenkinsbury, DC 24510",Jenniferstad,Turkey,False
4555,253,Thomas,Maxwell,1137803547,lkramer@marshall.com,"1758 Stanton Trail Apt. 252
West Billyberg, IL 86341",Emilyland,Belize,False,77.227.221.253,Emilytown,Cameroon,False,1922000223,1132,2020-12-25 00:21:31,Managed 6thgeneration hierarchy,30,"6960 Hawkins Forest
New Mary, NV 28445",Robertside,Montenegro,False
4556,397,Jeremiah,Howell,1182700609,randall46@chen.com,"USS Lopez
FPO AA 85976",Melodymouth,Switzerland,False,38.150.146.81,North Joshua,Cuba,True,1474802599,808,2020-02-25 01:43:29,Future-proofed intermediate firmware,23,"6449 Kristin Plaza Apt. 570
Nathanielfort, NC 85092",Alexanderport,Belgium,False
4557,368,Scott,Wilson,1729670252,sheltonbradley@brown.info,"539 Joe Orchard Suite 597
Mortonside, MO 32994",South Erinburgh,Bermuda,False,119.96.182.173,Lake Alexandermouth,Ireland,False,1277658036,737,2020-03-11 08:10:49,De-engineered explicit database,11,"36293 Hill Port
South James, VT 02232",Joycefurt,Brunei Darussalam,False
4558,25,Richard,Sawyer,1284084368,andrea36@yahoo.com,"3543 Jackson Springs
West Roberthaven, MN 16738",South Jacobville,Svalbard And Jan Mayen,True,144.193.177.107,Brianville,Bouvet Island,False,2004116006,1682,2021-02-28 02:18:20,Mandatory leadingedge service-desk,44,"455 Ronald Parkways Apt. 459
Lake Heather, CA 04897",Lake Brittanyfort,Saint Helena,False
4559,437,Paul,Rodriguez,1338563956,sullivanbryan@gmail.com,"200 Melissa Views Apt. 218
Burnettville, HI 52222",Patrickburgh,Ecuador,False,98.220.254.225,Michaelberg,Sudan,False,1486079046,531,2022-04-07 03:49:40,Automated contextually-based Local Area Network,37,"5971 Baker Rapid
Shawnborough, MS 87017",Port Marcus,Mexico,True
4560,302,Kevin,Smith,1480460529,benjamindean@gmail.com,"585 Paul Square
North Cassidy, MT 31783",Sylviaside,Papua New Guinea,False,201.138.4.141,South Jadebury,Kosovo,True,1377546045,1820,2021-11-03 08:58:59,Upgradable real-time array,31,"USNV Garcia
FPO AP 43186",Lake Christianchester,Jamaica,True
4561,365,Diana,Love,1940902243,kgarner@gmail.com,"56038 Jerry Neck
Johnstonbury, MN 40646",Nguyenside,Montenegro,False,143.82.3.118,West Stevetown,Seychelles,True,1453042092,1524,2022-05-10 13:40:40,Pre-emptive foreground monitoring,6,"42971 Joseph Track
Lindatown, VT 31947",Johnville,Swaziland,True
4562,103,Teresa,Roberts,1944419585,annbarber@fisher.com,"1615 Thomas Keys Apt. 303
West Andrealand, LA 31515",Watsonside,United States Minor Outlying Islands,True,193.11.74.96,South Sarah,Gambia,True,1111989681,1409,2021-05-25 03:25:00,Programmable optimal database,16,"USS Brown
FPO AA 47049",Jacksonmouth,Dominica,False
4563,232,Dana,Collier,1708190980,nclark@brewer.com,"032 April Lakes Suite 944
West Jennifer, GA 20926",Scottbury,Bulgaria,False,206.113.41.144,Port Brian,Cape Verde,True,1872797585,811,2021-03-01 17:16:39,Open-source human-resource groupware,42,"027 Maria Valley Suite 900
Lake Travisfurt, CO 58700",Kingfort,Togo,False
4564,31,Heather,Nichols,2013574555,mroth@gmail.com,"Unit 9811 Box 2229
DPO AP 21003",Lewisbury,Cape Verde,True,183.230.87.218,South Carlborough,Nicaragua,False,1527173545,259,2019-08-20 23:47:09,Open-source secondary intranet,15,"4414 Snyder Overpass
Ashleyfort, SD 84107",Weissfurt,Afghanistan,False
4565,128,Nicole,Nicholson,1487464898,sgarcia@gmail.com,"Unit 2984 Box 6754
DPO AP 51233",New Harry,Aruba,True,145.201.78.49,East Justin,Panama,False,1847254217,311,2019-06-24 09:27:41,Programmable asymmetric time-frame,8,"240 Amanda Prairie
South Josephburgh, AK 17690",South Joseph,Djibouti,False
4566,404,Ronald,Frey,1407000570,vmalone@hotmail.com,"Unit 3493 Box 0465
DPO AE 87423",New Jimmy,Norfolk Island,True,36.217.140.227,Josemouth,Panama,False,1317924146,959,2022-04-17 09:17:34,Profound incremental help-desk,25,"40764 Jessica Trace Suite 436
Lake Nicholas, AZ 07507",Riddleport,Slovakia,True
4567,485,Ashley,Butler,1157301646,robinsonamy@gmail.com,"Unit 7323 Box 5229
DPO AE 24584",Matthewland,Somalia,False,51.214.30.106,East Jenniferfort,Jordan,False,1896007352,1650,2022-05-03 13:43:00,Pre-emptive real-time paradigm,40,"9269 Delgado Parkway Suite 078
East Ryanberg, OK 83416",West Marcusview,Cameroon,False
4568,232,Dana,Collier,1708190980,nclark@brewer.com,"032 April Lakes Suite 944
West Jennifer, GA 20926",Scottbury,Bulgaria,False,90.198.230.212,Christinaberg,Kenya,True,1943973354,514,2022-04-05 02:35:28,Public-key interactive solution,35,"0732 Amy Gardens
Port Kristin, WA 58802",West Jose,Liberia,False
4569,160,Melissa,Spencer,1406828547,ivalenzuela@williams.org,"2237 Dixon Hollow
Port Elizabethfurt, NC 83986",South Curtis,Argentina,True,157.246.97.113,Catherinefurt,Liberia,False,1182415045,1467,2020-09-06 19:48:25,Reverse-engineered reciprocal website,23,"825 Bell Spurs
New Shelbyhaven, IN 31616",Port Benjamin,Belgium,False
4570,146,Christopher,Walker,1209390720,cardenasamy@yahoo.com,"01291 Daniel Glen Suite 237
Jamesfurt, AZ 75616",Port Desireeborough,Latvia,True,78.174.32.1,Martinezmouth,Brunei Darussalam,False,2079967762,978,2020-12-20 04:04:34,Virtual neutral circuit,36,"700 Zuniga Flat
East Samuel, PA 57646",East Moniqueport,Burkina Faso,False
4571,253,Thomas,Maxwell,1137803547,lkramer@marshall.com,"1758 Stanton Trail Apt. 252
West Billyberg, IL 86341",Emilyland,Belize,False,176.0.123.167,Johnville,French Guiana,True,1595115675,461,2020-07-30 05:11:11,Team-oriented solution-oriented encoding,4,"Unit 1695 Box 6088
DPO AE 06782",North Anthonyburgh,Slovakia,True
4572,354,Jennifer,Mayer,1613234010,cynthia07@barrera.com,"3145 Perez Square
Ashleechester, CO 22657",South Judith,Gambia,True,176.135.37.97,South Joshua,Ecuador,False,1692580671,1840,2021-07-31 08:09:22,Digitized human-resource complexity,34,"USNV Ramsey
FPO AP 74910",North Adam,Hong Kong,False
4573,383,Peter,Huynh,1272333311,sandra19@gmail.com,"9751 Hoffman Inlet Suite 396
Scottfort, OH 43099",West Jason,Germany,False,105.211.234.1,Elliottberg,Spain,True,2016090363,1819,2021-09-17 18:41:24,Programmable bi-directional flexibility,2,"751 Walter Ridge
Juliestad, CA 88848",Garrettmouth,Ukraine,False
4574,38,Karla,Montoya,1582156312,fsmith@hotmail.com,"150 Michele Plaza
Lloydhaven, SD 52967",Goodville,Guinea-bissau,False,135.199.142.181,West Lisamouth,Finland,False,1725724958,1836,2019-06-03 13:17:42,Decentralized attitude-oriented toolset,17,"56397 Tara Wall
Port Brendatown, AR 33794",South Nancytown,Montserrat,True
4575,132,Brad,Barajas,1715279705,whiteregina@parker.com,"15275 Lauren Trail
Birdhaven, AR 50862",Allisonport,Uganda,True,138.251.155.235,Stephenberg,Fiji,False,1227195948,655,2022-02-07 06:07:39,Grass-roots non-volatile Graphic Interface,29,"415 Garcia Center
East Gabrielle, KY 87820",Port Crystalhaven,Norfolk Island,True
4576,433,Matthew,Smith,2064168911,lrobles@hubbard.info,"5302 Pam Freeway
Masonborough, MA 20484",Lake Danielle,Afghanistan,False,48.14.183.192,Ericmouth,Zimbabwe ,False,1652665619,1575,2020-05-07 11:21:20,User-centric static process improvement,17,"856 Tina Avenue
Jenniferburgh, OH 44487",West Scott,Taiwan,True
4577,77,Danielle,Ho,1921025127,joe53@yahoo.com,"3391 Jacob Mission
Hensleymouth, GA 57520",Port Heathermouth,Kazakstan,False,25.115.151.208,West Lawrence,French Polynesia,True,1754670344,525,2020-10-14 13:40:04,Extended well-modulated hub,48,"2408 Luke Center Apt. 685
Gonzalezville, UT 25344",Davidside,Niger,True
4578,432,Ralph,Williams,1916848022,ajones@yahoo.com,"223 Nicole Flats Suite 891
Tinaville, SD 65875",Chelseamouth,French Polynesia,True,13.126.246.164,Ashleyview,Pakistan,False,2060927969,1797,2022-01-29 23:41:56,Automated maximized challenge,24,"940 Wade Square Apt. 428
East Emilyshire, KY 35448",South Elizabethville,Palau,False
4579,40,Alex,Jordan,1555709923,marthagonzalez@yahoo.com,"PSC 6990, Box 5041
APO AA 91878",Brownland,Norway,False,187.64.245.161,Griffinmouth,Sao Tome And Principe,True,1489992271,432,2020-01-31 22:37:35,Adaptive exuding strategy,21,"8961 Reeves Villages
East Thomasburgh, CO 99706",Rebeccaton,Czech Republic,False
4580,52,Kyle,Baker,2054913026,brittanyrodriguez@ho.com,"495 Misty Branch Apt. 154
New Ashleytown, NY 36586",Brandifurt,Panama,False,15.133.61.17,Lake Scottbury,Austria,True,1251764979,1414,2022-02-03 15:09:31,Digitized eco-centric encryption,38,"8049 Williams Lodge Apt. 500
Melaniefort, NM 12643",Caroltown,East Timor,True
4581,291,Gregory,Yates,1458358777,wmurphy@yahoo.com,"4167 Angela Point Apt. 388
South Kristen, ID 84339",Jenniferside,Norfolk Island,True,184.218.131.148,West Brendaland,Haiti,False,1443273752,172,2020-12-03 08:58:58,Distributed reciprocal function,22,"1951 Jonathan Well
East Austinside, CA 57182",New Crystalbury,Angola,False
4582,489,Sheri,Marshall,1652791032,zwhite@mcclure.com,"USNS Ross
FPO AA 02839",Jennifershire,Kuwait,True,198.68.15.88,Silvaberg,Gibraltar,False,1407303729,1687,2019-12-05 16:37:26,Persevering systematic middleware,23,"66151 Newman Station Apt. 082
New Rebecca, NE 39016",New Josephchester,Niger,True
4583,162,Ronald,Fuller,1712457847,xgarcia@delacruz.com,"89655 Jacob Village
Patriciastad, CT 55895",East Robert,China,True,79.124.222.191,Ballburgh,Antigua And Barbuda,False,1483474320,160,2021-09-24 04:17:05,Realigned 4thgeneration extranet,29,"87487 Williams Valley
Summersville, GA 15706",North Stefanie,Belize,False
4584,256,Stephen,Powell,1431987938,shawnburgess@garcia.com,"263 Navarro Fields
Watersbury, IN 56255",Stephenfort,Saudi Arabia,False,9.110.14.108,Rebeccachester,Bermuda,False,1766592528,890,2020-09-24 11:11:36,Enterprise-wide maximized Graphic Interface,3,"379 Rhodes Spur Apt. 700
Silvamouth, TX 79404",Lewisbury,Saint Helena,False
